x1,y1,z1
171.9,-133.35,-855.47
170.25,-135.9,-853.05
172.65,-132.3,-851.6
175.2,-133.2,-848.45
174.45,-132.3,-846.27
168.6,-131.55,-850.39
170.7,-130.5,-849.42
174.45,-133.2,-850.87
170.25,-133.35,-849.18
171.75,-136.8,-851.6
169.35,-133.95,-850.39
171.6,-133.65,-850.15
169.05,-133.95,-847
170.85,-133.2,-848.21
168.9,-132.45,-847.97
172.65,-130.95,-847.24
170.25,-134.1,-853.29
174.15,-133.8,-850.63
173.85,-133.5,-852.08
171.75,-132.75,-850.15
170.7,-133.05,-853.05
173.25,-134.7,-852.32
170.4,-131.4,-846.76
173.85,-131.7,-847.24
170.1,-129.9,-852.08
170.55,-134.25,-848.94
171.3,-133.2,-854.02
170.25,-135,-849.9
170.7,-134.85,-853.78
172.05,-132,-845.79
171,-133.2,-846.52
171.6,-134.55,-846.52
170.7,-132.75,-851.84
170.4,-131.85,-843.85
169.65,-133.65,-848.69
169.8,-130.05,-854.02
169.8,-133.2,-848.21
170.85,-132.9,-848.21
171.45,-134.25,-848.94
170.4,-133.8,-850.39
170.1,-133.05,-850.63
170.7,-132,-846.27
173.25,-135.6,-848.45
170.1,-132,-851.36
174.9,-132.3,-847.73
170.55,-133.05,-851.11
172.2,-130.05,-852.57
172.5,-131.4,-850.15
169.95,-132.45,-852.08
174.9,-133.5,-848.94
171.9,-132.15,-853.29
170.85,-133.8,-851.6
171,-132.9,-851.6
173.1,-135.75,-848.94
170.7,-131.7,-851.11
172.5,-133.2,-851.84
172.05,-132.45,-852.32
172.05,-131.7,-851.84
172.05,-134.25,-847.97
171.3,-133.35,-851.6
169.65,-132.6,-849.66
173.55,-134.1,-849.18
174.15,-135.15,-851.11
172.8,-134.55,-850.87
170.4,-133.2,-849.42
173.25,-136.8,-847.24
171.45,-135.9,-847.73
172.2,-133.2,-852.57
172.35,-133.05,-849.42
171,-131.25,-850.15
173.1,-135.3,-848.21
173.4,-132.6,-847
171.45,-134.1,-845.55
171.6,-131.4,-847.73
168.45,-129.15,-851.11
173.55,-131.7,-848.45
172.2,-134.25,-851.36
170.1,-133.95,-850.39
168.9,-131.4,-847.24
169.5,-131.55,-846.27
170.7,-132.9,-847.48
169.05,-131.85,-849.66
171.6,-134.55,-849.42
171.75,-138.15,-854.02
169.5,-132.75,-849.9
172.2,-135,-845.55
170.1,-136.05,-852.57
173.55,-129,-851.36
172.35,-135,-849.18
169.95,-133.65,-847.97
171.75,-132.6,-850.63
169.05,-132,-851.6
171.9,-134.25,-852.57
170.55,-130.8,-849.18
172.5,-131.25,-849.9
174,-132.45,-848.45
170.4,-134.7,-847.97
168.6,-130.5,-847.48
174.15,-134.4,-847.48
171.6,-134.1,-845.31
174.75,-132.3,-856.44
171,-135.45,-851.6
171.3,-135.6,-847.48
172.05,-136.5,-845.79
171.3,-132,-846.76
169.95,-129.75,-850.15
172.65,-134.7,-852.57
171.3,-130.65,-846.03
174.15,-132.75,-846.76
