x1,y1,z1
-39.15,-180.6,-826.19
-42.6,-179.4,-828.85
-39.6,-184.95,-829.82
-38.25,-181.2,-833.21
-41.25,-174.9,-828.61
-41.25,-180.6,-834.17
-41.4,-178.5,-825.22
-39.15,-181.5,-828.61
-38.85,-180.75,-826.91
-38.25,-180.15,-832.24
-39,-180.45,-829.09
-39.45,-183.45,-828.37
-42.15,-181.2,-829.82
-38.4,-180.45,-829.82
-39.9,-183,-825.46
-38.55,-181.35,-829.82
-38.85,-179.7,-826.19
-40.5,-180.45,-826.91
-39.75,-181.35,-831.51
-41.55,-181.2,-828.61
-37.8,-183,-828.61
-38.85,-180.15,-827.88
-39.45,-178.35,-830.06
-42.15,-180.15,-832.96
-42.15,-185.1,-831.75
-39.15,-180.45,-825.7
-41.4,-181.05,-828.12
-40.65,-181.65,-828.85
-39.6,-180.9,-829.09
-42.45,-181.05,-834.42
-39.9,-178.65,-828.85
-38.4,-179.1,-832.24
-36.75,-179.4,-828.85
-38.4,-181.35,-828.12
-40.5,-185.1,-829.58
-40.05,-178.65,-830.06
-40.95,-183,-824.98
-38.4,-181.5,-829.33
-40.95,-177.75,-829.58
-40.5,-184.65,-829.33
-39.75,-177.9,-828.37
-39,-185.1,-830.3
-40.8,-181.8,-829.82
-41.4,-180.6,-830.54
-38.7,-180.45,-830.54
-40.5,-182.4,-833.45
-42,-181.05,-830.06
-37.8,-180.6,-829.33
-37.35,-180.9,-829.58
-39.75,-180.45,-828.12
-39,-178.2,-829.09
-40.8,-179.4,-830.79
-40.2,-180.9,-828.85
-38.7,-181.95,-830.79
-39.75,-180.6,-830.06
-39.75,-180.75,-830.3
-37.2,-181.8,-826.67
-39.6,-180.3,-824.01
-40.5,-178.2,-830.54
-39.6,-178.2,-829.09
-40.8,-182.1,-828.12
-39.3,-179.55,-829.58
-40.65,-180.15,-831.51
-40.35,-179.25,-827.4
-37.2,-183.3,-827.64
-40.8,-177.6,-829.58
-39,-182.4,-830.06
-40.35,-182.85,-827.88
-42,-184.8,-827.16
-38.55,-181.2,-828.85
-42.15,-179.55,-830.06
-41.55,-180.15,-825.22
-42.15,-180.9,-828.61
-39.15,-181.5,-829.82
-41.85,-183.6,-831.51
-39.45,-182.55,-832.24
-38.7,-178.8,-831.27
-37.65,-177,-830.79
-37.95,-179.55,-823.53
-39,-181.65,-829.33
-39.3,-181.35,-830.54
-40.8,-181.05,-829.33
-37.95,-181.8,-828.12
-40.5,-180.15,-834.9
-40.65,-179.7,-831.51
-40.35,-185.25,-832.72
-40.95,-179.4,-828.37
-38.85,-178.05,-829.82
-38.7,-182.1,-832.96
-40.95,-181.95,-823.28
-39.75,-179.55,-827.88
-40.95,-184.05,-824.74
-39.9,-180,-827.16
-40.8,-179.4,-828.61
-36,-180.9,-827.4
-40.5,-182.55,-830.79
-38.55,-181.65,-825.95
-40.05,-180.75,-829.33
-40.95,-181.35,-830.79
-40.8,-185.55,-831.51
-41.7,-180.15,-830.54
-36.75,-179.85,-828.37
-40.35,-181.95,-830.79
-41.4,-180.6,-831.51
-40.8,-180.6,-827.88
-38.55,-179.25,-832.24
-40.65,-181.65,-830.54
-40.35,-181.2,-831.27
-40.2,-181.2,-828.85
-40.5,-181.8,-826.43
-38.85,-178.65,-823.77
-41.7,-184.2,-826.19
-43.05,-182.4,-830.06
-40.95,-181.35,-830.54
-43.05,-182.85,-824.01
-40.5,-180.6,-830.3
-37.35,-181.2,-826.19
-40.05,-182.25,-827.88
-38.1,-179.25,-824.25
-40.5,-179.55,-826.43
-42.75,-180.15,-830.3
-38.1,-178.8,-827.4
-37.95,-181.65,-831.03
-39.3,-180,-827.4
-40.65,-180,-834.17
-40.05,-180.9,-831.03
-35.85,-181.05,-831.75
