x1,y1,z1
866.55,-356.7,-3363.56
864.75,-355.5,-3362.35
867.6,-352.5,-3366.46
867.9,-354.15,-3362.83
864.9,-357.15,-3361.62
867.75,-358.05,-3362.83
866.25,-357,-3360.65
862.35,-355.8,-3364.53
867,-359.1,-3365.49
866.1,-360.6,-3364.77
866.85,-361.5,-3359.93
867.6,-354.9,-3363.8
864.6,-358.8,-3363.56
865.5,-356.25,-3361.62
863.55,-355.65,-3361.62
865.5,-357,-3363.8
864.45,-357.9,-3364.04
867,-358.65,-3361.14
865.35,-356.4,-3357.51
864.3,-358.2,-3360.41
866.55,-359.85,-3357.27
864.3,-353.7,-3365.49
868.5,-355.65,-3366.95
865.95,-357.15,-3365.25
864.45,-358.05,-3362.11
864,-361.05,-3366.7
867.3,-357.3,-3362.11
864.15,-354.75,-3362.11
866.7,-354.45,-3364.28
864.9,-358.2,-3362.35
866.85,-358.8,-3365.98
864.15,-360.15,-3362.35
865.2,-360.3,-3365.49
862.2,-357.15,-3366.46
863.85,-358.2,-3364.53
867.9,-358.2,-3365.98
865.05,-357,-3365.25
867.9,-356.25,-3366.22
862.5,-354.75,-3364.77
865.5,-358.95,-3363.56
863.85,-356.85,-3362.11
864.15,-359.25,-3362.83
868.2,-356.4,-3365.01
866.25,-355.35,-3362.11
867.45,-358.5,-3360.41
865.35,-358.65,-3363.32
866.7,-357.6,-3363.56
865.35,-358.5,-3359.93
864.45,-358.2,-3363.8
866.25,-354.6,-3364.77
866.25,-358.05,-3364.77
864.3,-356.1,-3363.07
862.65,-356.1,-3358.96
866.4,-355.95,-3357.99
862.2,-355.2,-3361.38
866.1,-356.55,-3365.49
862.35,-357,-3362.83
866.7,-357.45,-3362.83
865.2,-356.25,-3364.04
868.05,-357.15,-3363.07
866.7,-358.95,-3357.99
862.8,-355.95,-3358.48
862.2,-358.2,-3359.69
862.65,-358.35,-3359.69
865.65,-356.85,-3365.25
865.35,-357.9,-3362.35
865.65,-357.6,-3369.37
866.7,-358.35,-3362.11
863.85,-358.2,-3365.25
861.45,-359.1,-3363.32
865.05,-356.4,-3361.86
864.6,-355.5,-3359.44
861.45,-356.1,-3359.44
862.8,-358.35,-3363.32
865.95,-357.6,-3364.53
863.55,-359.1,-3366.95
863.7,-357.6,-3363.32
