x1,y1,z1
161.1,-326.25,-3538.52
157.95,-329.85,-3537.8
159.45,-326.4,-3538.28
156,-325.35,-3538.04
161.25,-328.2,-3542.64
159.75,-326.7,-3537.07
160.95,-325.8,-3537.56
157.5,-323.25,-3536.1
156.15,-326.25,-3535.62
157.35,-325.35,-3531.99
160.2,-326.25,-3537.07
159.6,-327.45,-3539.25
157.5,-324,-3537.8
158.1,-327.9,-3543.61
157.95,-328.95,-3538.52
161.25,-327,-3539.49
157.5,-326.4,-3541.67
157.8,-327.75,-3542.15
160.35,-327.3,-3536.35
158.7,-325.5,-3537.31
159.6,-323.25,-3541.91
157.2,-325.35,-3540.46
159.75,-324.3,-3537.31
158.7,-327.75,-3534.65
155.7,-326.85,-3537.31
159.6,-326.55,-3535.86
156,-328.2,-3538.77
160.05,-325.65,-3536.59
160.35,-328.35,-3540.7
158.25,-326.4,-3537.8
156.15,-324.9,-3536.35
158.1,-327,-3538.52
158.7,-326.4,-3530.54
161.1,-328.2,-3538.04
158.7,-329.25,-3539.49
160.65,-327.45,-3540.7
157.5,-328.2,-3542.15
159.3,-325.65,-3544.57
157.95,-324.9,-3535.86
157.65,-327.6,-3539.49
158.4,-329.1,-3540.46
157.65,-324,-3539.01
158.1,-327.6,-3540.94
159.9,-329.1,-3537.8
156.75,-326.7,-3534.65
156.9,-327,-3540.22
158.4,-326.7,-3538.52
159.6,-327,-3540.46
160.2,-328.35,-3539.01
156.75,-327.9,-3539.25
159,-328.95,-3539.01
160.05,-326.7,-3534.65
157.65,-329.25,-3537.07
159,-324.15,-3535.62
157.35,-328.2,-3540.22
159.45,-327.9,-3537.07
155.1,-328.2,-3534.41
155.1,-327,-3536.59
158.55,-324.15,-3536.1
159.3,-325.2,-3539.73
156.15,-325.5,-3539.49
157.05,-326.1,-3539.73
158.4,-327.9,-3538.04
157.2,-328.5,-3540.22
159.9,-326.7,-3538.77
158.55,-328.95,-3539.49
155.25,-328.2,-3539.25
156.75,-326.25,-3537.31
156.75,-327.75,-3537.56
158.85,-328.2,-3536.35
159.15,-328.95,-3545.78
160.8,-327.9,-3541.43
160.2,-327.75,-3532.23
158.7,-327.15,-3537.07
160.2,-326.1,-3540.46
158.1,-325.05,-3538.04
157.2,-326.55,-3537.07
159.6,-326.85,-3538.77
158.4,-324.9,-3541.43
158.1,-327.75,-3541.43
160.65,-323.4,-3538.52
156.75,-326.4,-3535.38
157.8,-328.65,-3537.56
162.3,-327.15,-3538.28
160.05,-329.25,-3541.43
161.1,-324.6,-3539.25
158.7,-326.1,-3537.8
159.45,-326.85,-3541.67
157.35,-329.25,-3538.04
160.05,-327,-3540.22
159.6,-328.5,-3540.94
158.7,-327.45,-3538.04
157.65,-325.95,-3537.07
