x1,y1,z1
472.8,-243.6,7243.79
473.55,-239.25,7241.85
470.55,-242.4,7241.85
472.65,-241.5,7237.49
474.15,-239.55,7245
473.55,-239.7,7239.43
475.95,-241.35,7242.33
474.3,-241.95,7236.77
471.75,-243.3,7240.16
472.8,-242.25,7245
473.7,-242.4,7237.74
474.3,-244.8,7239.67
471.6,-241.05,7241.85
475.05,-240.45,7241.85
477,-244.05,7245.24
471.45,-241.95,7241.12
472.95,-241.05,7243.79
473.1,-242.1,7242.33
475.65,-240.15,7242.58
475.05,-245.55,7236.77
476.55,-241.65,7238.22
475.65,-243.45,7240.4
473.7,-243.9,7237.49
475.5,-242.85,7244.51
474.9,-241.2,7245
471.6,-243,7241.37
476.1,-241.05,7238.95
476.1,-238.8,7237.98
476.1,-240,7237.25
475.2,-243.15,7239.91
475.35,-244.05,7237.25
473.1,-241.5,7242.33
474.45,-241.65,7240.16
474.15,-242.85,7237.74
474.15,-242.4,7245.96
472.5,-240.75,7241.37
474.3,-241.2,7241.37
472.05,-242.85,7239.67
474.15,-240.3,7238.22
475.8,-241.65,7244.51
470.1,-243,7242.58
475.2,-242.25,7242.58
471.45,-240.75,7244.03
472.65,-241.8,7240.64
473.1,-242.4,7238.95
474,-239.4,7238.95
472.2,-242.7,7237.25
473.4,-243.75,7238.7
474.45,-243,7247.9
475.5,-239.55,7238.22
472.95,-239.55,7237.74
475.2,-241.8,7238.46
475.05,-243.3,7242.58
472.05,-240.9,7241.37
474.3,-240.3,7243.3
473.7,-239.1,7240.64
474.9,-240,7240.88
474.3,-243.75,7244.03
474.9,-238.35,7241.85
478.2,-239.7,7241.12
475.5,-241.05,7242.82
473.55,-241.8,7240.88
477.75,-241.5,7239.67
476.55,-241.35,7241.61
472.8,-241.35,7237.49
474.15,-242.55,7243.79
475.05,-239.55,7247.9
472.95,-240.45,7237.98
475.2,-241.8,7239.67
476.7,-245.85,7241.85
470.1,-239.4,7240.64
475.5,-239.25,7235.8
475.2,-244.65,7243.54
475.35,-239.25,7244.03
472.05,-240.9,7240.88
477.9,-240.45,7242.33
472.2,-242.1,7238.7
475.95,-245.7,7244.03
475.05,-239.85,7241.61
471.45,-241.95,7241.37
471.15,-241.2,7237.98
474,-242.4,7241.37
474.9,-240,7238.22
475.05,-240.6,7242.82
473.25,-240.3,7239.91
472.8,-239.85,7245
474.15,-242.25,7243.06
473.25,-240.3,7237.01
475.95,-240.3,7240.88
474.9,-240,7237.25
474.9,-239.25,7241.12
475.5,-241.5,7240.88
472.65,-239.85,7239.67
473.1,-238.65,7242.82
472.05,-240,7239.19
475.05,-241.5,7240.16
472.2,-239.1,7244.51
475.2,-240.45,7241.37
474,-242.1,7239.67
473.55,-239.1,7242.33
474.9,-240.6,7246.21
471.75,-241.8,7242.58
474.3,-242.1,7238.22
478.2,-241.65,7239.43
474.9,-243.6,7243.54
473.25,-243,7241.37
474.15,-241.95,7235.8
474.9,-241.8,7241.85
474.3,-242.4,7239.19
475.8,-239.55,7242.58
472.95,-240.3,7241.12
475.65,-241.05,7242.33
475.05,-242.25,7240.64
475.8,-239.25,7241.61
476.1,-239.7,7242.33
474.6,-241.5,7237.01
475.5,-239.25,7240.64
474.3,-240.9,7244.27
476.55,-240.45,7242.58
475.65,-243.6,7242.82
474.3,-241.65,7239.91
472.8,-244.8,7240.88
473.1,-238.95,7240.64
473.7,-238.8,7241.85
476.1,-243.45,7239.91
474,-244.5,7242.82
477.45,-243.6,7244.03
475.2,-240.6,7239.43
475.35,-238.05,7244.27
473.25,-242.25,7239.67
473.55,-242.4,7246.21
475.2,-241.2,7241.61
474.6,-242.4,7238.46
472.5,-240.9,7240.64
473.4,-240.6,7241.85
473.1,-240.15,7243.54
474,-242.25,7244.51
475.35,-238.2,7245.48
472.2,-238.5,7240.4
474.9,-236.85,7241.85
472.05,-241.8,7243.54
474.6,-241.05,7240.4
473.25,-241.8,7237.98
476.55,-239.85,7239.19
475.05,-239.1,7240.4
478.2,-242.85,7243.06
473.4,-241.35,7242.09
476.55,-242.55,7235.32
472.8,-240,7237.01
475.5,-241.95,7241.85
476.85,-237.45,7243.54
474.45,-241.05,7237.74
476.4,-243.3,7238.46
473.55,-239.55,7237.49
470.55,-243.9,7237.49
472.95,-240.9,7244.03
471.15,-239.55,7240.88
474.6,-241.8,7240.16
474,-242.85,7244.51
473.55,-237.45,7236.77
472.65,-241.65,7242.33
475.95,-243,7248.63
473.25,-241.05,7242.09
475.05,-239.4,7243.3
472.5,-240.45,7242.58
472.95,-242.4,7239.67
472.5,-242.25,7240.88
474.15,-243,7246.21
475.05,-244.8,7238.46
473.25,-239.4,7241.61
472.8,-242.7,7241.85
474.75,-239.85,7243.54
478.05,-239.4,7241.12
475.35,-242.55,7243.3
477.3,-240,7244.03
474.6,-243.9,7242.82
474.15,-239.4,7246.45
473.7,-241.5,7244.27
473.1,-236.7,7243.3
476.25,-240.15,7244.51
475.8,-241.65,7240.4
477.15,-240.9,7237.74
471.75,-239.85,7239.67
474,-241.2,7244.27
475.2,-237.15,7245.72
474.45,-241.65,7245.72
475.5,-241.8,7242.58
477,-242.85,7240.88
474.75,-239.4,7247.9
473.1,-244.2,7244.51
472.95,-241.35,7243.79
476.25,-240.75,7244.75
476.85,-242.25,7240.88
475.2,-243.45,7240.16
473.4,-239.25,7239.19
476.7,-238.2,7244.27
476.55,-240.9,7240.16
476.1,-243.45,7244.75
472.2,-242.85,7237.74
477.3,-240.9,7236.53
473.85,-244.2,7242.33
473.85,-239.7,7242.33
473.25,-239.4,7241.37
471.75,-239.85,7239.67
472.95,-241.05,7243.54
474.9,-238.65,7238.7
471.6,-238.65,7242.09
472.05,-241.5,7242.33
472.95,-240.9,7243.54
477.3,-239.85,7244.51
471.6,-239.1,7245.72
472.65,-241.8,7239.19
477.45,-241.8,7238.95
473.7,-241.8,7245.96
474.15,-242.7,7241.61
475.65,-239.25,7243.54
473.1,-239.55,7242.09
474.15,-239.4,7238.46
475.8,-238.2,7244.03
475.95,-240,7243.06
477.15,-243.6,7241.12
475.5,-241.8,7242.33
473.7,-241.8,7244.03
473.1,-238.05,7235.07
473.4,-243,7238.46
473.25,-239.85,7245.72
474.6,-241.35,7241.61
476.55,-239.25,7240.88
473.25,-241.5,7241.12
476.1,-242.7,7243.3
473.25,-240.6,7241.12
472.5,-238.35,7244.27
474.45,-237.9,7244.27
475.65,-240.75,7246.93
473.85,-241.65,7242.58
478.2,-240.75,7242.33
474.3,-241.05,7241.85
474.9,-240,7236.28
472.8,-243.15,7243.54
474,-241.8,7244.27
471.6,-238.5,7237.01
471.3,-238.8,7237.74
476.85,-244.2,7244.03
474.9,-239.55,7245.96
472.35,-241.2,7240.4
475.65,-239.85,7246.69
477,-240.9,7243.06
472.05,-240,7241.37
477.45,-237.9,7235.56
