x1,y1,z1
315.15,-178.05,7054.54
312.9,-179.25,7054.54
311.7,-177.3,7056.24
310.5,-178.8,7058.17
311.25,-178.05,7057.45
312.3,-177.3,7056.96
317.55,-177.45,7059.14
313.95,-177.45,7056.72
312.9,-175.05,7051.88
313.65,-179.4,7057.93
313.2,-174.15,7053.57
312.15,-176.85,7059.14
311.25,-177.6,7059.62
311.55,-175.65,7055.27
314.25,-175.95,7054.78
311.4,-175.2,7056.48
313.2,-178.35,7057.45
314.7,-177.45,7059.14
310.95,-179.1,7054.78
310.95,-175.2,7057.69
313.8,-177.45,7058.9
312.45,-175.65,7057.93
310.8,-178.8,7059.38
312.3,-177,7055.99
313.35,-175.2,7061.8
313.65,-178.35,7056.24
312.45,-177.75,7057.45
312.3,-178.5,7060.11
313.8,-176.1,7059.14
311.25,-175.5,7059.87
312.15,-177.3,7053.82
312.15,-175.35,7053.57
313.65,-176.1,7061.8
313.2,-176.1,7056.96
315.15,-175.5,7054.78
312.15,-177.3,7058.66
312.9,-176.25,7057.45
313.05,-174.15,7060.59
311.4,-176.85,7054.78
311.4,-176.85,7056.72
310.95,-177.75,7058.17
311.25,-176.55,7058.9
312,-175.65,7054.3
312.9,-176.25,7056.96
313.05,-174,7060.35
314.1,-177.45,7060.59
310.5,-175.05,7060.11
312.45,-175.5,7063.01
315,-177,7059.38
313.2,-177.75,7055.99
312.9,-176.1,7059.62
311.1,-176.1,7062.29
311.25,-178.2,7054.06
314.55,-177.75,7060.11
311.85,-176.25,7056.96
313.65,-176.7,7057.45
311.25,-177.75,7060.59
311.7,-177.45,7060.11
314.55,-178.65,7061.08
315.3,-175.5,7057.93
312.75,-174.6,7061.08
312,-178.65,7054.06
315.3,-173.1,7059.38
314.25,-175.35,7058.9
313.5,-177.75,7056.72
315.9,-177.75,7060.11
312.9,-175.95,7062.29
311.4,-178.5,7059.62
312.6,-175.5,7060.11
314.7,-177.15,7063.74
312.45,-175.5,7054.78
313.5,-179.55,7053.82
312.3,-178.5,7056.72
312.75,-176.85,7052.85
310.35,-176.1,7058.17
312.45,-179.85,7059.14
312.3,-177.9,7057.2
309.9,-179.4,7055.99
313.5,-177.9,7057.69
312.9,-176.85,7057.2
312.6,-177.15,7055.51
313.35,-176.4,7054.54
316.8,-178.65,7059.62
313.35,-172.65,7055.99
313.8,-175.35,7055.99
315,-177.3,7052.85
312.45,-178.2,7057.93
314.4,-174.6,7055.99
311.55,-175.95,7058.41
312.75,-178.5,7058.41
312.45,-175.35,7054.78
314.1,-177.3,7061.56
313.95,-177.3,7056.48
314.25,-175.8,7063.98
314.4,-172.95,7064.71
313.8,-176.7,7060.59
312.3,-176.25,7059.14
313.2,-176.7,7059.87
313.2,-179.55,7059.38
313.8,-175.35,7058.17
312.75,-174.75,7061.32
315.6,-178.8,7061.56
312.9,-176.55,7057.45
311.7,-175.8,7057.93
310.2,-177.3,7057.69
312.6,-175.2,7057.45
