x1,y1,z1
484.5,-1418.25,7159.09
481.8,-1413.75,7157.15
485.85,-1416.9,7160.78
483.9,-1415.7,7154.25
483.75,-1418.25,7151.83
483.45,-1419,7153.52
480.3,-1417.2,7159.57
482.55,-1413,7156.67
485.85,-1416.75,7158.36
482.4,-1417.5,7151.83
485.25,-1417.05,7158.6
481.8,-1419,7151.34
482.85,-1417.35,7152.31
482.85,-1417.8,7153.28
482.7,-1416.15,7157.15
483.3,-1416.45,7152.07
482.85,-1416.6,7155.46
481.8,-1416.15,7155.46
487.65,-1415.85,7157.88
482.85,-1417.2,7157.88
481.8,-1418.4,7153.76
481.35,-1415.4,7155.7
484.2,-1414.5,7150.86
485.25,-1415.55,7156.91
484.8,-1417.05,7155.46
484.35,-1419.3,7159.33
484.35,-1415.85,7153.52
482.7,-1419.45,7156.67
482.4,-1417.5,7160.78
482.4,-1416,7152.55
483.45,-1419.45,7155.46
480.6,-1416.6,7159.33
480.6,-1418.55,7151.58
483.3,-1416.3,7155.21
487.05,-1418.25,7155.46
486.3,-1412.55,7157.88
484.05,-1413.45,7159.81
482.85,-1418.1,7155.7
482.7,-1417.2,7155.46
483.6,-1417.2,7156.91
485.1,-1417.35,7159.57
485.25,-1417.95,7155.7
482.55,-1415.25,7158.6
485.55,-1418.4,7151.83
485.7,-1416.3,7158.6
483.75,-1417.8,7154.25
482.25,-1419.3,7149.65
482.1,-1417.5,7152.31
481.05,-1420.05,7156.91
483.15,-1418.1,7159.81
484.35,-1416.75,7156.67
478.95,-1414.2,7157.15
483.75,-1416.45,7154.73
482.4,-1418.4,7158.6
484.05,-1416.75,7155.7
483.15,-1416.9,7156.91
483.45,-1416,7160.05
482.4,-1416.9,7157.63
484.35,-1419.45,7158.12
483.3,-1417.8,7156.91
483.6,-1418.4,7154
482.55,-1415.1,7160.05
482.55,-1418.4,7154.25
484.2,-1416,7151.58
483.15,-1417.2,7157.63
482.1,-1418.7,7154.25
481.65,-1418.55,7158.12
482.1,-1418.4,7153.28
483,-1419.45,7157.88
482.85,-1415.55,7154.97
482.85,-1417.8,7158.6
485.55,-1417.95,7154
