x1,y1,z1
480.15,-1179.9,7066.4
483,-1181.1,7070.03
481.95,-1176.3,7065.92
484.05,-1178.4,7069.3
479.4,-1180.8,7070.27
478.35,-1178.1,7067.85
483.15,-1178.1,7070.27
481.8,-1181.85,7068.58
481.35,-1180.05,7074.39
482.85,-1181.1,7067.13
482.7,-1175.7,7073.18
479.85,-1180.2,7071
480,-1180.35,7069.06
478.05,-1179,7066.4
482.1,-1179.75,7073.9
478.35,-1179.45,7070.27
482.1,-1179.75,7070.76
481.05,-1179.6,7068.58
481.5,-1178.4,7074.39
483.75,-1177.8,7067.61
480,-1180.2,7067.61
481.05,-1179.15,7068.58
479.25,-1179.75,7070.03
480.3,-1181.55,7067.13
482.25,-1180.35,7071
479.55,-1176.75,7068.58
482.1,-1177.35,7065.19
480.6,-1179.9,7071.97
478.5,-1176.15,7069.06
481.05,-1178.55,7066.4
484.35,-1178.85,7069.79
480.15,-1178.1,7069.3
480.9,-1179.75,7071.97
480,-1178.4,7069.3
480.3,-1175.7,7068.82
481.5,-1175.85,7074.39
481.8,-1179.3,7063.25
481.35,-1177.95,7070.03
481.95,-1181.7,7067.13
481.5,-1181.4,7071.24
482.4,-1181.85,7068.82
479.85,-1181.55,7073.66
479.85,-1177.35,7069.55
481.35,-1180.95,7066.4
481.8,-1181.1,7071.24
479.85,-1175.55,7068.34
482.25,-1183.2,7069.55
479.4,-1178.1,7069.06
480.6,-1178.1,7062.53
481.05,-1181.55,7068.09
482.1,-1183.05,7069.55
480.3,-1180.35,7071.97
481.8,-1180.5,7065.67
482.25,-1176.15,7072.69
484.05,-1177.35,7068.34
482.55,-1180.95,7069.55
479.4,-1179.15,7067.37
481.35,-1181.85,7067.13
482.55,-1179.9,7068.09
482.55,-1181.85,7063.74
481.35,-1179.45,7068.58
483.75,-1179.6,7066.4
481.5,-1180.5,7067.61
479.1,-1179.75,7066.88
483,-1179.75,7070.76
481.05,-1181.55,7069.79
481.8,-1178.25,7065.92
479.1,-1178.55,7069.79
485.25,-1180.65,7064.71
479.1,-1177.35,7068.09
482.55,-1179,7068.34
482.7,-1177.05,7066.88
480.75,-1180.5,7069.06
481.8,-1179.9,7071.48
479.7,-1181.1,7067.37
481.35,-1178.4,7068.34
481.5,-1176.9,7067.61
481.35,-1179.9,7068.58
481.95,-1178.85,7063.98
481.5,-1176.6,7069.79
481.5,-1178.25,7073.66
481.35,-1179.9,7069.55
482.1,-1179.6,7072.21
479.85,-1180.2,7065.19
483.9,-1177.65,7070.76
481.2,-1177.35,7073.66
481.95,-1176.45,7067.13
480.9,-1176.75,7066.88
480.9,-1180.8,7070.51
480.6,-1178.55,7071.72
480.9,-1177.5,7068.58
480.45,-1177.65,7068.82
482.1,-1176.3,7065.19
485.1,-1180.5,7070.51
482.7,-1179.6,7067.61
480.6,-1181.4,7068.82
483.9,-1174.5,7068.82
481.35,-1177.5,7067.37
480.45,-1180.2,7076.08
483.6,-1179.9,7065.92
480.9,-1178.4,7069.06
481.35,-1180.35,7068.34
485.25,-1179.6,7068.34
479.85,-1178.25,7073.18
481.65,-1180.35,7071.72
481.95,-1179.15,7071.48
481.95,-1178.55,7063.01
485.1,-1179.3,7068.82
480.6,-1181.1,7069.55
482.7,-1176.75,7069.79
479.4,-1181.25,7073.18
480.9,-1176,7067.37
481.65,-1180.35,7068.34
482.4,-1179.75,7065.43
482.1,-1178.7,7068.09
482.85,-1183.2,7067.13
480.75,-1176.3,7068.58
481.95,-1181.7,7067.37
479.7,-1178.25,7070.03
479.85,-1178.55,7071.97
481.05,-1178.55,7072.45
479.85,-1177.65,7067.85
478.05,-1179.75,7071
482.25,-1177.65,7069.79
482.1,-1180.5,7070.27
480,-1180.35,7067.37
477.3,-1179.75,7068.34
482.7,-1180.05,7066.16
482.25,-1181.55,7073.42
480.6,-1177.5,7072.21
481.5,-1178.55,7070.03
484.2,-1182.3,7069.79
481.35,-1178.1,7071
483.3,-1179,7068.34
481.95,-1179.9,7073.42
481.65,-1178.7,7067.13
481.2,-1178.55,7071.24
481.5,-1178.55,7070.03
480,-1178.4,7069.3
483.3,-1180.95,7065.19
483.45,-1179.9,7073.42
481.2,-1179.3,7067.13
480,-1178.55,7068.58
481.65,-1179.45,7071
483.6,-1183.2,7068.34
481.95,-1179.15,7072.69
480.75,-1178.55,7069.55
479.55,-1179.75,7070.51
482.85,-1180.5,7070.27
484.2,-1178.4,7063.25
483.6,-1179.9,7068.82
481.8,-1180.5,7067.61
483.15,-1179.75,7070.03
483,-1179.3,7070.03
481.8,-1179,7071
479.4,-1177.5,7067.13
478.95,-1182.3,7070.27
479.4,-1176.9,7065.43
482.55,-1179.6,7069.06
481.5,-1179,7065.67
483.15,-1182.9,7067.85
479.7,-1181.25,7072.45
482.1,-1178.55,7067.85
481.05,-1178.55,7070.03
480.6,-1180.65,7072.69
483.75,-1178.85,7069.55
478.2,-1183.95,7064.71
482.4,-1180.05,7071.48
479.1,-1177.05,7069.06
482.4,-1180.65,7068.82
481.35,-1176.6,7066.64
480.3,-1179.75,7071.24
481.05,-1180.35,7065.67
482.4,-1177.5,7069.55
483,-1181.85,7068.09
479.55,-1179.15,7063.5
477.6,-1176.75,7067.37
482.85,-1179.6,7066.4
483.6,-1177.65,7072.69
479.55,-1177.5,7073.18
482.55,-1177.35,7072.21
481.35,-1178.7,7065.19
482.7,-1180.05,7070.27
479.7,-1178.85,7070.03
478.5,-1181.7,7066.88
481.2,-1178.1,7066.88
482.4,-1177.65,7068.09
481.35,-1178.4,7070.27
482.4,-1177.8,7064.95
483,-1178.85,7067.13
482.1,-1179.75,7065.92
482.85,-1181.1,7064.22
483.9,-1177.65,7070.51
481.2,-1176.9,7068.34
482.85,-1179.3,7068.82
483.9,-1181.1,7070.76
483.15,-1178.1,7069.79
480,-1178.55,7066.88
483.3,-1178.85,7068.34
482.1,-1179,7068.34
481.95,-1180.35,7071
480.75,-1179,7074.39
482.1,-1176.9,7075.11
483.15,-1178.55,7067.37
480.9,-1178.85,7073.18
482.85,-1178.25,7070.03
480.75,-1178.85,7069.06
481.35,-1179.6,7065.92
483.15,-1178.25,7072.45
484.05,-1180.65,7071.72
478.95,-1174.95,7071.24
483.75,-1179.9,7071.72
482.85,-1182.3,7070.27
481.65,-1178.55,7071.72
483.45,-1179.6,7067.61
481.05,-1181.25,7069.3
480.6,-1180.2,7068.58
482.55,-1178.4,7066.64
479.4,-1179.3,7071.48
480.6,-1177.2,7070.27
481.35,-1178.1,7070.51
482.85,-1179.15,7069.06
481.35,-1180.05,7064.95
480.9,-1177.5,7067.13
481.65,-1179.45,7068.82
480,-1178.1,7066.64
480.3,-1177.95,7067.13
480.45,-1176.6,7067.85
482.85,-1180.65,7068.09
