epoch_ms,t_ms,Bx_uT,By_uT,Bz_uT,dBx_uT,dBy_uT,dBz_uT,Fx_N,Fy_N,Fz_N
1783675575040,1250,16.35,-4.95,143.51,-1.4760,-0.5625,-1.1744,-0.00161,0.00175,0.03349
1783675575041,1251,16.95,-4.80,145.20,-0.8760,-0.4125,0.5156,-0.00328,0.00012,0.00000
1783675575099,1309,17.70,-4.35,144.23,-0.1260,0.0375,-0.4544,0.00052,0.00023,0.02242
1783675575100,1310,15.90,-3.00,146.17,-1.9260,1.3875,1.4856,-0.00883,-0.00678,0.00000
1783675575100,1310,20.70,-1.50,141.57,2.8740,2.8875,-3.1144,0.01291,-0.00354,0.22593
1783675575160,1370,21.90,-4.05,141.81,4.0740,0.3375,-2.8744,0.01683,0.00451,0.28500
1783675575219,1429,17.40,-6.75,144.47,-0.4260,-2.3625,-0.2144,0.00019,0.00682,0.03474
1783675575219,1429,15.90,-3.30,146.41,-1.9260,1.0875,1.7256,-0.00918,-0.00613,0.00000
1783675575219,1429,19.05,-4.05,146.17,1.2240,0.3375,1.4856,0.00039,-0.00155,0.00000
1783675575220,1430,18.45,-4.80,143.75,0.6240,-0.4125,-0.9344,0.00373,0.00251,0.07954
1783675575220,1430,18.00,-3.15,142.30,0.1740,1.2375,-2.3844,0.00462,-0.00125,0.12713
1783675575221,1431,18.45,-5.25,145.93,0.6240,-0.8625,1.2456,-0.00033,0.00177,0.00000
1783675575221,1431,17.55,-0.90,146.65,-0.2760,3.4875,1.9656,-0.00601,-0.01225,0.00000
1783675575279,1489,19.05,-3.00,144.72,1.2240,1.3875,0.0356,0.00279,-0.00326,0.01382
1783675575280,1490,18.30,-2.25,143.26,0.4740,2.1375,-1.4244,0.00322,-0.00458,0.06634
1783675575280,1490,13.05,-4.35,146.17,-4.7760,0.0375,1.4856,-0.01625,-0.00477,0.00000
1783675575280,1490,18.60,-1.95,143.75,0.7740,2.4375,-0.9344,0.00299,-0.00572,0.04203
1783675575340,1550,19.50,-6.00,147.14,1.6740,-1.6125,2.4556,0.00056,0.00354,0.00000
1783675575340,1550,15.60,-1.50,143.51,-2.2260,2.8875,-1.1744,-0.00511,-0.00886,0.00000
1783675575340,1550,17.70,-2.55,143.51,-0.1260,1.8375,-1.1744,0.00118,-0.00435,0.03824
1783675575399,1609,17.10,-3.45,140.60,-0.7260,0.9375,-4.0844,0.00553,0.00062,0.20476
1783675575399,1609,17.55,-1.95,146.17,-0.2760,2.4375,1.4856,-0.00465,-0.00872,0.00000
1783675575399,1609,18.45,-4.20,141.81,0.6240,0.1875,-2.8744,0.00726,0.00259,0.18476
1783675575399,1609,16.95,-4.05,148.83,-0.8760,0.3375,4.1456,-0.01065,-0.00550,0.00000
1783675575459,1669,16.95,-3.00,142.54,-0.8760,1.3875,-2.1444,0.00116,-0.00263,0.07963
1783675575460,1670,17.85,-2.70,144.47,0.0240,1.6875,-0.2144,-0.00020,-0.00472,0.00000
1783675575460,1670,18.60,-3.75,145.20,0.7740,0.6375,0.5156,0.00090,-0.00182,0.00000
1783675575460,1670,15.15,-3.30,142.54,-2.6760,1.0875,-2.1444,-0.00375,-0.00298,0.03059
1783675575519,1729,17.70,-4.35,144.23,-0.1260,0.0375,-0.4544,0.00052,0.00023,0.02242
1783675575520,1730,15.90,-4.20,144.72,-1.9260,0.1875,0.0356,-0.00553,-0.00190,0.00000
1783675575520,1730,18.90,-4.35,147.86,1.0740,0.0375,3.1756,-0.00319,-0.00237,0.00000
1783675575520,1730,18.90,-3.90,143.02,1.0740,0.4875,-1.6644,0.00604,0.00088,0.12257
1783675575638,1848,17.70,-6.60,145.44,-0.1260,-2.2125,0.7556,-0.00092,0.00567,0.00000
1783675575639,1849,17.10,-2.10,148.10,-0.7260,2.2875,3.4156,-0.00960,-0.01041,0.00000
1783675575639,1849,16.50,-5.55,146.89,-1.3260,-1.1625,2.2056,-0.00752,0.00041,0.00000
1783675575640,1850,18.75,-7.65,144.23,0.9240,-3.2625,-0.4544,0.00479,0.01060,0.10219
1783675575640,1850,15.15,-5.70,147.62,-2.6760,-1.3125,2.9356,-0.01265,-0.00076,0.00000
1783675575640,1850,18.00,-3.75,144.96,0.1740,0.6375,0.2756,-0.00031,-0.00201,0.00000
1783675575641,1851,20.40,-6.60,145.44,2.5740,-2.2125,0.7556,0.00662,0.00752,0.06459
1783675575699,1909,19.80,-3.15,145.20,1.9740,1.2375,0.5156,0.00401,-0.00276,0.01009
1783675575699,1909,18.15,-5.40,146.17,0.3240,-1.0125,1.4856,-0.00157,0.00178,0.00000
1783675575700,1910,18.75,-6.30,147.62,0.9240,-1.9125,2.9356,-0.00235,0.00345,0.00000
1783675575700,1910,19.20,-2.25,142.30,1.3740,2.1375,-2.3844,0.00761,-0.00306,0.14951
1783675575759,1969,18.60,-6.00,145.68,0.7740,-1.6125,0.9956,0.00088,0.00431,0.00000
1783675575759,1969,16.50,-2.85,144.72,-1.3260,1.5375,0.0356,-0.00440,-0.00544,0.00000
1783675575759,1969,16.35,-7.80,144.96,-1.4760,-3.4125,0.2756,-0.00327,0.00871,0.00000
1783675575760,1970,16.50,-4.35,142.30,-1.3260,0.0375,-2.3844,0.00092,0.00124,0.10025
1783675575880,2090,17.25,-3.60,146.65,-0.5760,0.7875,1.9656,-0.00575,-0.00455,0.00000
1783675575880,2090,17.70,-4.35,147.38,-0.1260,0.0375,2.6956,-0.00561,-0.00274,0.00000
1783675575880,2090,20.10,-4.50,140.36,2.2740,-0.1125,-4.3244,0.01481,0.00596,0.32342
1783675575880,2090,18.00,-1.95,140.60,0.1740,2.4375,-4.0844,0.00744,-0.00316,0.20940
1783675575881,2091,18.75,-4.35,143.26,0.9240,0.0375,-1.4244,0.00534,0.00187,0.11063
1783675575881,2091,17.85,-6.30,146.17,0.0240,-1.9125,1.4856,-0.00204,0.00421,0.00000
1783675575882,2092,15.90,-2.40,147.38,-1.9260,1.9875,2.6956,-0.01143,-0.00967,0.00000
1783675575939,2149,18.15,-2.85,146.17,0.3240,1.5375,1.4856,-0.00261,-0.00568,0.00000
1783675575939,2149,19.50,-6.00,142.05,1.6740,-1.6125,-2.6344,0.01046,0.00835,0.22833
1783675575940,2150,16.65,-6.75,142.54,-1.1760,-2.3625,-2.1444,0.00185,0.00813,0.12593
1783675575940,2150,16.95,-5.25,145.44,-0.8760,-0.8625,0.7556,-0.00357,0.00121,0.00000
1783675575999,2209,15.75,-7.95,138.91,-2.0760,-3.5625,-5.7744,0.00688,0.01445,0.33029
1783675575999,2209,17.10,-4.80,142.05,-0.7260,-0.4125,-2.6344,0.00326,0.00320,0.13939
1783675575999,2209,13.65,-7.05,143.51,-4.1760,-2.6625,-1.1744,-0.00830,0.00604,0.00000
1783675576060,2270,18.60,-3.90,143.99,0.7740,0.4875,-0.6944,0.00331,-0.00024,0.05663
1783675576060,2270,17.40,-2.55,144.96,-0.4260,1.8375,0.2756,-0.00247,-0.00593,0.00000
1783675576060,2270,17.55,-3.00,145.44,-0.2760,1.3875,0.7556,-0.00281,-0.00496,0.00000
1783675576060,2270,16.20,-4.35,137.46,-1.6260,0.0375,-7.2244,0.00949,0.00560,0.37589
1783675576119,2329,18.45,-9.15,146.41,0.6240,-4.7625,1.7256,0.00033,0.01273,0.00000
1783675576119,2329,19.35,-3.75,142.78,1.5240,0.6375,-1.9044,0.00770,0.00097,0.14783
1783675576119,2329,15.45,-5.70,147.14,-2.3760,-1.3125,2.4556,-0.01088,-0.00010,0.00000
1783675576120,2330,16.05,-1.35,146.41,-1.7760,3.0375,1.7256,-0.00955,-0.01173,0.00000
1783675576179,2389,19.05,-3.15,143.26,1.2240,1.2375,-1.4244,0.00569,-0.00144,0.10187
1783675576179,2389,19.65,-4.95,143.02,1.8240,-0.5625,-1.6644,0.00856,0.00446,0.16030
1783675576179,2389,18.30,-5.25,145.20,0.4740,-0.8625,0.5156,0.00067,0.00236,0.00000
1783675576180,2390,17.55,-3.00,147.62,-0.2760,1.3875,2.9356,-0.00705,-0.00702,0.00000
1783675576239,2449,17.25,-6.90,144.23,-0.5760,-2.5125,-0.4544,0.00030,0.00738,0.04660
1783675576239,2449,14.85,-4.35,142.30,-2.9760,0.0375,-2.3844,-0.00369,0.00011,0.05125
1783675576239,2449,16.95,-6.30,143.99,-0.8760,-1.9125,-0.6944,-0.00032,0.00565,0.04297
1783675576299,2509,17.10,-5.10,148.83,-0.7260,-0.7125,4.1456,-0.00980,-0.00233,0.00000
1783675576299,2509,20.70,-4.05,141.81,2.8740,0.3375,-2.8744,0.01348,0.00369,0.24937
1783675576301,2511,19.35,-2.25,144.23,1.5240,2.1375,-0.4544,0.00427,-0.00478,0.04050
1783675576301,2511,17.55,-5.10,144.47,-0.2760,-0.7125,-0.2144,-0.00006,0.00210,0.01490
1783675576359,2569,19.05,-0.45,142.30,1.2240,3.9375,-2.3844,0.00645,-0.00843,0.11855
1783675576360,2570,18.90,-2.25,142.05,1.0740,2.1375,-2.6344,0.00725,-0.00303,0.15530
1783675576360,2570,17.40,-6.75,147.38,-0.4260,-2.3625,2.6956,-0.00547,0.00407,0.00000
1783675576360,2570,14.85,-5.70,143.51,-2.9760,-1.3125,-1.1744,-0.00550,0.00292,0.00000
1783675576419,2629,20.40,-2.70,143.26,2.5740,1.6875,-1.4244,0.00927,-0.00183,0.13533
1783675576419,2629,18.00,-4.95,142.54,0.1740,-0.5625,-2.1444,0.00489,0.00379,0.13952
1783675576420,2630,16.35,-1.50,144.23,-1.4760,2.8875,-0.4544,-0.00441,-0.00903,0.00000
1783675576420,2630,19.50,-4.80,142.54,1.6740,-0.4125,-2.1444,0.00902,0.00437,0.18186
1783675576479,2689,15.00,-4.50,144.96,-2.8260,-0.1125,0.2756,-0.00838,-0.00186,0.00000
1783675576479,2689,21.15,-2.40,145.44,3.3240,1.9875,0.7556,0.00701,-0.00426,0.02502
1783675576479,2689,17.25,-2.25,139.63,-0.5760,2.1375,-5.0544,0.00735,-0.00187,0.24857
1783675576539,2749,16.50,-4.95,142.30,-1.3260,-0.5625,-2.3844,0.00116,0.00299,0.10908
1783675576540,2750,17.40,-4.05,145.44,-0.4260,0.3375,0.7556,-0.00280,-0.00199,0.00000
1783675576540,2750,19.20,-3.60,144.72,1.3740,0.7875,0.0356,0.00345,-0.00140,0.02711
1783675576540,2750,15.60,-3.60,145.68,-2.2260,0.7875,0.9956,-0.00848,-0.00476,0.00000
1783675576600,2810,17.55,-2.55,143.99,-0.2760,1.8375,-0.6944,-0.00017,-0.00491,0.00557
1783675576600,2810,18.00,-1.35,139.15,0.1740,3.0375,-5.5344,0.01001,-0.00354,0.28581
1783675576600,2810,19.20,-4.95,145.20,1.3740,-0.5625,0.5156,0.00306,0.00210,0.01877
1783675576600,2810,19.80,-5.85,142.54,1.9740,-1.4625,-2.1444,0.01028,0.00765,0.20623
1783675576659,2869,18.90,-2.40,145.93,1.0740,1.9875,1.2456,-0.00023,-0.00626,0.00000
1783675576659,2869,18.30,-4.35,141.81,0.4740,0.0375,-2.8744,0.00690,0.00293,0.18251
1783675576659,2869,18.75,-3.00,143.26,0.9240,1.3875,-1.4244,0.00479,-0.00208,0.09075
1783675576660,2870,15.45,-4.80,140.36,-2.3760,-0.4125,-4.3244,0.00194,0.00367,0.18975
1783675576718,2928,18.45,-3.60,144.47,0.6240,0.7875,-0.2144,0.00184,-0.00167,0.01954
1783675576719,2929,17.25,-3.90,150.04,-0.5760,0.4875,5.3556,-0.01222,-0.00688,0.00000
1783675576720,2930,18.90,-3.60,147.86,1.0740,0.7875,3.1756,-0.00350,-0.00457,0.00000
1783675576779,2989,18.45,-3.90,144.23,0.6240,0.4875,-0.4544,0.00243,-0.00057,0.03807
1783675576779,2989,17.10,-4.20,141.09,-0.7260,0.1875,-3.5944,0.00489,0.00235,0.18700
1783675576780,2990,16.35,-2.85,144.96,-1.4760,1.5375,0.2756,-0.00529,-0.00577,0.00000
1783675576780,2990,18.75,-5.40,141.57,0.9240,-1.0125,-3.1144,0.00905,0.00653,0.22545
1783675576839,3049,18.60,-4.35,145.20,0.7740,0.0375,0.5156,0.00114,-0.00007,0.00000
1783675576899,3109,15.60,-5.85,141.33,-2.2260,-1.4625,-3.3544,0.00090,0.00592,0.15264
1783675576959,3169,21.15,-5.70,144.96,3.3240,-1.3125,0.2756,0.00928,0.00585,0.10183
1783675576959,3169,16.50,-2.70,142.30,-1.3260,1.6875,-2.3844,0.00025,-0.00359,0.07595
1783675576960,3170,17.55,-5.85,142.54,-0.2760,-1.4625,-2.1444,0.00400,0.00611,0.13941
1783675576960,3170,20.70,-6.00,143.02,2.8740,-1.6125,-1.6644,0.01192,0.00825,0.20694
1783675576961,3171,17.85,-5.25,143.02,0.0240,-0.8625,-1.6644,0.00366,0.00411,0.11126
1783675576961,3171,17.40,-1.65,144.23,-0.4260,2.7375,-0.4544,-0.00142,-0.00787,0.00000
1783675576962,3172,18.90,-1.95,148.35,1.0740,2.4375,3.6656,-0.00512,-0.00986,0.00000
1783675576962,3172,16.50,-3.60,140.60,-1.3260,0.7875,-4.0844,0.00392,0.00065,0.18915
1783675576963,3173,19.65,-2.40,147.62,1.8240,1.9875,2.9356,-0.00142,-0.00734,0.00000
1783675576963,3173,14.70,-5.55,139.39,-3.1260,-1.1625,-5.2944,0.00204,0.00626,0.23555
1783675577019,3229,17.70,-2.70,141.57,-0.1260,1.6875,-3.1144,0.00502,-0.00208,0.15451
1783675577021,3231,19.50,-7.65,147.86,1.6740,-3.2625,3.1756,-0.00017,0.00769,0.00000
1783675577021,3231,18.75,-8.25,139.88,0.9240,-3.8625,-4.8044,0.01350,0.01646,0.36677
1783675577080,3290,15.75,-4.65,145.68,-2.0760,-0.2625,0.9956,-0.00763,-0.00159,0.00000
1783675577080,3290,21.30,-4.65,146.41,3.4740,-0.2625,1.7256,0.00646,0.00151,0.00558
1783675577080,3290,16.35,-6.90,141.57,-1.4760,-2.5125,-3.1144,0.00296,0.00928,0.17626
1783675577080,3290,15.30,-6.00,140.60,-2.5260,-1.6125,-4.0844,0.00154,0.00685,0.18885
1783675577139,3349,16.20,-3.30,145.44,-1.6260,1.0875,0.7556,-0.00645,-0.00500,0.00000
1783675577139,3349,16.80,-5.10,144.96,-1.0260,-0.7125,0.2756,-0.00311,0.00112,0.00000
1783675577139,3349,19.05,-1.20,144.72,1.2240,3.1875,0.0356,0.00205,-0.00852,0.00000
1783675577140,3350,18.75,1.20,147.86,0.9240,5.5875,3.1756,-0.00587,-0.01871,0.00000
1783675577199,3409,21.30,-1.95,147.62,3.4740,2.4375,2.9356,0.00300,-0.00753,0.00000
1783675577199,3409,18.60,-1.65,143.26,0.7740,2.7375,-1.4244,0.00382,-0.00613,0.06642
1783675577200,3410,17.10,-4.95,142.78,-0.7260,-0.5625,-1.9044,0.00190,0.00295,0.09868
