epoch_ms,t_ms,Bx_uT,By_uT,Bz_uT,dBx_uT,dBy_uT,dBz_uT,Fx_N,Fy_N,Fz_N
1783675573839,49,15.30,-4.35,148.35,-2.5260,0.0375,3.6656,-0.01420,-0.00530,0.00000
1783675573843,53,16.95,-3.90,148.10,-0.8760,0.4875,3.4156,-0.00929,-0.00525,0.00000
1783675573843,53,18.75,-3.30,142.05,0.9240,1.0875,-2.6344,0.00726,-0.00006,0.16630
1783675573843,53,17.25,-6.45,143.75,-0.5760,-2.0625,-0.9344,0.00105,0.00652,0.06820
1783675573843,53,20.85,-4.20,144.72,3.0240,0.1875,0.0356,0.00830,0.00148,0.08495
1783675573843,53,17.10,-1.95,140.84,-0.7260,2.4375,-3.8444,0.00446,-0.00400,0.16856
1783675573843,53,17.10,-4.95,139.39,-0.7260,-0.5625,-5.2944,0.00850,0.00615,0.29799
1783675573899,109,16.65,-4.50,144.23,-1.1760,-0.1125,-0.4544,-0.00236,-0.00005,0.00000
1783675573900,110,20.85,-7.35,146.41,3.0240,-2.9625,1.7256,0.00630,0.00910,0.03197
1783675573900,110,21.90,-7.05,143.26,4.0740,-2.6625,-1.4244,0.01523,0.01192,0.24393
1783675573959,169,16.50,-3.75,141.81,-1.3260,0.6375,-2.8744,0.00163,-0.00006,0.12022
1783675573959,169,14.85,-5.40,143.26,-2.9760,-1.0125,-1.4244,-0.00513,0.00227,0.01027
1783675573960,170,18.90,-4.35,143.99,1.0740,0.0375,-0.6944,0.00434,0.00128,0.07217
1783675573960,170,16.80,-3.30,148.59,-1.0260,1.0875,3.9056,-0.01091,-0.00757,0.00000
1783675574019,229,13.80,-4.50,141.81,-4.0260,-0.1125,-2.8744,-0.00561,0.00029,0.05108
1783675574019,229,16.80,-7.35,138.67,-1.0260,-2.9625,-6.0144,0.01004,0.01364,0.36674
1783675574019,229,16.65,-5.70,141.09,-1.1760,-1.3125,-3.5944,0.00424,0.00643,0.19572
1783675574019,229,19.50,-3.75,145.93,1.6740,0.6375,1.2456,0.00199,-0.00190,0.00000
1783675574079,289,17.70,-4.65,147.86,-0.1260,-0.2625,3.1756,-0.00642,-0.00232,0.00000
1783675574079,289,16.95,-2.70,143.02,-0.8760,1.6875,-1.6644,0.00010,-0.00396,0.04699
1783675574079,289,16.20,-6.00,148.35,-1.6260,-1.6125,3.6656,-0.01102,0.00015,0.00000
1783675574080,290,19.65,-5.40,140.36,1.8240,-1.0125,-4.3244,0.01392,0.00829,0.32331
1783675574139,349,17.10,-1.80,145.44,-0.7260,2.5875,0.7556,-0.00455,-0.00878,0.00000
1783675574139,349,18.90,-3.45,140.84,1.0740,0.9375,-3.8444,0.01010,0.00162,0.24411
1783675574140,350,17.10,-2.55,142.05,-0.7260,1.8375,-2.6344,0.00235,-0.00338,0.10626
1783675574259,469,18.30,-4.20,147.38,0.4740,0.1875,2.6956,-0.00400,-0.00277,0.00000
1783675574260,470,15.75,-8.55,143.26,-2.0760,-4.1625,-1.4244,-0.00133,0.01210,0.08338
1783675574260,470,17.55,-6.75,141.57,-0.2760,-2.3625,-3.1144,0.00625,0.00966,0.20969
1783675574260,470,18.75,-6.75,144.47,0.9240,-2.3625,-0.2144,0.00396,0.00774,0.07483
1783675574261,471,18.45,-6.75,143.99,0.6240,-2.3625,-0.6944,0.00406,0.00799,0.09414
1783675574261,471,16.20,-8.85,143.26,-1.6260,-4.4625,-1.4244,0.00004,0.01329,0.10116
1783675574262,472,15.15,-5.10,146.17,-2.6760,-0.7125,1.4856,-0.01007,-0.00115,0.00000
1783675574262,472,16.50,-3.60,145.20,-1.3260,0.7875,0.5156,-0.00503,-0.00370,0.00000
1783675574319,529,13.80,-6.15,144.72,-4.0260,-1.7625,0.0356,-0.01060,0.00237,0.00000
1783675574319,529,16.80,-5.55,145.44,-1.0260,-1.1625,0.7556,-0.00386,0.00199,0.00000
1783675574319,529,20.10,-6.45,141.81,2.2740,-2.0625,-2.8744,0.01278,0.01030,0.26689
1783675574320,530,15.30,-3.30,143.75,-2.5260,1.0875,-0.9344,-0.00568,-0.00402,0.00000
1783675574380,590,20.55,-0.90,147.14,2.7240,3.4875,2.4556,0.00141,-0.01066,0.00000
1783675574380,590,15.00,-5.85,141.57,-2.8260,-1.4625,-3.1144,-0.00124,0.00529,0.12071
1783675574380,590,17.10,-5.70,146.17,-0.7260,-1.3125,1.4856,-0.00438,0.00194,0.00000
1783675574439,649,17.25,-2.40,144.72,-0.5760,1.9875,0.0356,-0.00249,-0.00624,0.00000
1783675574442,652,18.45,-1.80,144.72,0.6240,2.5875,0.0356,0.00062,-0.00718,0.00000
1783675574442,652,17.40,-6.90,144.96,-0.4260,-2.5125,0.2756,-0.00070,0.00680,0.00814
1783675574442,652,17.25,-1.65,148.10,-0.5760,2.7375,3.4156,-0.00937,-0.01163,0.00000
1783675574499,709,15.60,-4.95,139.39,-2.2260,-0.5625,-5.2944,0.00431,0.00512,0.25344
1783675574499,709,19.95,-4.95,141.81,2.1240,-0.5625,-2.8744,0.01175,0.00581,0.24035
1783675574499,709,18.00,-2.55,144.96,0.1740,1.8375,0.2756,-0.00080,-0.00552,0.00000
1783675574500,710,18.75,-6.75,145.44,0.9240,-2.3625,0.7556,0.00207,0.00683,0.01780
1783675574559,769,17.70,-4.35,147.14,-0.1260,0.0375,2.4556,-0.00514,-0.00251,0.00000
1783675574559,769,20.85,0.15,141.57,3.0240,4.5375,-3.1144,0.01266,-0.00827,0.20609
1783675574559,769,17.25,-3.45,148.10,-0.5760,0.9375,3.4156,-0.00863,-0.00636,0.00000
1783675574559,769,17.70,-5.10,145.68,-0.1260,-0.7125,0.9956,-0.00200,0.00106,0.00000
1783675574619,829,17.85,-3.60,144.96,0.0240,0.7875,0.2756,-0.00079,-0.00255,0.00000
1783675574619,829,16.80,-3.75,141.33,-1.0260,0.6375,-3.3544,0.00340,0.00060,0.15735
1783675574619,829,16.95,-8.10,145.20,-0.8760,-3.7125,0.5156,-0.00194,0.00977,0.00000
1783675574679,889,20.25,-3.75,143.75,2.4240,0.6375,-0.9344,0.00833,0.00067,0.11753
1783675574680,890,16.65,-2.85,146.41,-1.1760,1.5375,1.7256,-0.00727,-0.00693,0.00000
1783675574680,890,21.15,-5.40,141.33,3.3240,-1.0125,-3.3544,0.01622,0.00840,0.31083
1783675574680,890,16.35,-4.80,145.93,-1.4760,-0.4125,1.2456,-0.00638,-0.00098,0.00000
1783675574739,949,14.70,-5.85,141.81,-3.1260,-1.4625,-2.8744,-0.00255,0.00486,0.09769
1783675574739,949,18.60,-2.70,145.93,0.7740,1.6875,1.2456,-0.00095,-0.00558,0.00000
1783675574740,950,14.85,-6.90,143.02,-2.9760,-2.5125,-1.6644,-0.00405,0.00689,0.04647
1783675574740,950,15.75,-4.20,145.20,-2.0760,0.1875,0.5156,-0.00688,-0.00245,0.00000
1783675574799,1009,18.00,-3.60,150.28,0.1740,0.7875,5.5956,-0.01072,-0.00747,0.00000
1783675574799,1009,17.55,-3.15,144.23,-0.2760,1.2375,-0.4544,-0.00039,-0.00338,0.00030
1783675574799,1009,17.25,-8.40,142.30,-0.5760,-4.0125,-2.3844,0.00466,0.01359,0.18216
1783675574800,1010,20.25,-2.85,145.93,2.4240,1.5375,1.2456,0.00372,-0.00402,0.00000
1783675574858,1068,19.35,-5.25,145.20,1.5240,-0.8625,0.5156,0.00361,0.00308,0.02764
1783675574858,1068,17.10,-4.65,143.99,-0.7260,-0.2625,-0.6944,-0.00057,0.00093,0.02313
1783675574858,1068,16.95,-5.70,145.44,-0.8760,-1.3125,0.7556,-0.00338,0.00253,0.00000
1783675574919,1129,17.85,-4.20,143.51,0.0240,0.1875,-1.1744,0.00227,0.00058,0.06699
1783675574978,1188,18.60,-6.30,145.20,0.7740,-1.9125,0.5156,0.00194,0.00564,0.02083
1783675574978,1188,16.50,-3.15,148.10,-1.3260,1.2375,3.4156,-0.01085,-0.00775,0.00000
1783675574980,1190,19.50,-4.80,143.51,1.6740,-0.4125,-1.1744,0.00713,0.00346,0.12483
1783675574980,1190,18.00,-5.25,142.54,0.1740,-0.8625,-2.1444,0.00501,0.00467,0.14394
1783675574980,1190,16.05,-3.45,145.44,-1.7760,0.9375,0.7556,-0.00681,-0.00467,0.00000
1783675574981,1191,15.75,-1.05,142.30,-2.0760,3.3375,-2.3844,-0.00252,-0.00893,0.02939
1783675574981,1191,18.60,-5.25,145.44,0.7740,-0.8625,0.7556,0.00104,0.00234,0.00000
1783675575040,1250,18.00,-4.50,141.33,0.1740,-0.1125,-3.3544,0.00706,0.00361,0.20403
1783675575040,1250,21.60,-6.90,145.93,3.7740,-2.5125,1.2456,0.00914,0.00875,0.07584
