epoch_ms,t_ms,Bx_uT,By_uT,Bz_uT,dBx_uT,dBy_uT,dBz_uT,Fx_N,Fy_N,Fz_N
1783676276140,3903,-1.65,-24.45,96.07,0.1800,-0.2070,-2.4558,0.00536,0.00305,0.15278
1783676276141,3904,-0.75,-26.55,97.28,1.0800,-2.3070,-1.2458,0.00638,0.00866,0.13929
1783676276141,3904,-2.85,-24.75,98.49,-1.0200,-0.5070,-0.0358,-0.00257,0.00082,0.00000
1783676276202,3965,-3.15,-24.90,101.16,-1.3200,-0.6570,2.6342,-0.00854,-0.00147,0.00000
1783676276202,3965,-2.85,-22.50,96.07,-1.0200,1.7430,-2.4558,0.00122,-0.00348,0.08843
1783676276202,3965,-0.90,-25.05,103.09,0.9300,-0.8070,4.5642,-0.00595,-0.00131,0.00000
1783676276202,3965,-4.05,-24.00,94.86,-2.2200,0.2430,-3.6658,0.00083,0.00123,0.14601
1783676276260,4023,0.90,-23.85,98.25,2.7300,0.3930,-0.2758,0.00800,0.00098,0.09150
1783676276261,4024,1.05,-26.10,100.19,2.8800,-1.8570,1.6642,0.00556,0.00583,0.01503
1783676276261,4024,-1.50,-24.30,100.43,0.3300,-0.0570,1.9042,-0.00276,-0.00141,0.00000
1783676276262,4025,-1.50,-22.20,98.74,0.3300,2.0430,0.2142,-0.00033,-0.00595,0.00000
1783676276321,4084,-1.05,-24.90,96.32,0.7800,-0.6570,-2.2058,0.00674,0.00454,0.16252
1783676276321,4084,-4.50,-24.90,103.58,-2.6700,-0.6570,5.0542,-0.01702,-0.00467,0.00000
1783676276321,4084,0.90,-24.90,99.22,2.7300,-0.6570,0.6942,0.00654,0.00313,0.04994
1783676276322,4085,-3.00,-21.15,97.77,-1.1700,3.0930,-0.7558,-0.00306,-0.00913,0.00000
1783676276381,4144,0.15,-25.05,99.22,1.9800,-0.8070,0.6942,0.00451,0.00306,0.02987
1783676276381,4144,-3.90,-23.40,95.59,-2.0700,0.8430,-2.9358,-0.00042,-0.00111,0.09872
1783676276381,4144,2.55,-25.35,98.74,4.3800,-1.1070,0.2142,0.01227,0.00603,0.13378
1783676276441,4204,-2.70,-20.55,98.25,-0.8700,3.6930,-0.2758,-0.00340,-0.01114,0.00000
1783676276441,4204,-2.55,-25.20,100.43,-0.7200,-0.9570,1.9042,-0.00533,0.00051,0.00000
1783676276441,4204,-3.60,-23.55,100.91,-1.7700,0.6930,2.3842,-0.00986,-0.00549,0.00000
1783676276442,4205,-4.65,-23.85,97.77,-2.8200,0.3930,-0.7558,-0.00657,-0.00236,0.00000
1783676276501,4264,0.30,-22.50,97.77,2.1300,1.7430,-0.7558,0.00671,-0.00293,0.08203
1783676276501,4264,-4.50,-23.70,97.53,-2.6700,0.5430,-0.9958,-0.00574,-0.00247,0.00000
1783676276502,4265,-2.25,-26.85,98.98,-0.4200,-2.6070,0.4542,-0.00100,0.00691,0.00000
1783676276502,4265,-2.10,-24.00,103.09,-0.2700,0.2430,4.5642,-0.00973,-0.00520,0.00000
1783676276561,4324,0.00,-24.60,98.98,1.8300,-0.3570,0.4542,0.00437,0.00187,0.03290
1783676276561,4324,-0.45,-26.85,99.70,1.3800,-2.6070,1.1742,0.00263,0.00746,0.01034
1783676276561,4324,-3.60,-26.10,98.01,-1.7700,-1.8570,-0.5158,-0.00319,0.00471,0.00511
1783676276562,4325,-2.25,-25.05,99.70,-0.4200,-0.8070,1.1742,-0.00313,0.00097,0.00000
1783676276620,4383,-2.10,-24.60,100.19,-0.2700,-0.3570,1.6642,-0.00385,-0.00071,0.00000
1783676276621,4384,-1.95,-24.30,103.33,-0.1200,-0.0570,4.8042,-0.00966,-0.00445,0.00000
1783676276621,4384,-2.25,-26.85,103.82,-0.4200,-2.6070,5.2942,-0.01041,0.00234,0.00000
1783676276681,4444,2.70,-25.20,97.28,4.5300,-0.9570,-1.2458,0.01547,0.00707,0.22186
1783676276681,4444,-0.75,-23.85,98.25,1.0800,0.3930,-0.2758,0.00339,-0.00015,0.04250
1783676276681,4444,-2.55,-23.85,100.43,-0.7200,0.3930,1.9042,-0.00587,-0.00344,0.00000
1783676276682,4445,0.00,-23.55,95.11,1.8300,0.6930,-3.4158,0.01147,0.00245,0.24496
1783676276741,4504,0.30,-21.75,99.46,2.1300,2.4930,0.9342,0.00312,-0.00672,0.00000
1783676276741,4504,-3.45,-24.30,97.04,-1.6200,-0.0570,-1.4858,-0.00161,0.00046,0.04008
1783676276741,4504,-3.90,-25.80,97.77,-2.0700,-1.5570,-0.7558,-0.00368,0.00385,0.00589
1783676276742,4505,-1.65,-21.15,96.80,0.1800,3.0930,-1.7258,0.00260,-0.00730,0.06127
1783676276801,4564,-3.15,-22.80,100.67,-1.3200,1.4430,2.1442,-0.00845,-0.00715,0.00000
1783676276802,4565,-2.70,-27.30,101.40,-0.8700,-3.0570,2.8742,-0.00678,0.00563,0.00000
1783676276802,4565,-0.75,-24.75,97.28,1.0800,-0.5070,-1.2458,0.00565,0.00340,0.11278
1783676276803,4566,-1.65,-23.10,95.11,0.1800,1.1430,-3.4158,0.00668,0.00000,0.18934
1783676276861,4624,-3.30,-24.60,95.35,-1.4700,-0.3570,-3.1758,0.00222,0.00304,0.14831
1783676276862,4625,-3.30,-23.40,96.32,-1.4700,0.8430,-2.2058,-0.00016,-0.00139,0.07362
1783676276862,4625,1.05,-22.05,98.25,2.8800,2.1930,-0.2758,0.00769,-0.00419,0.06945
1783676276921,4684,1.05,-25.05,98.01,2.8800,-0.8070,-0.5158,0.00938,0.00481,0.12774
1783676276921,4684,-4.20,-25.35,101.16,-2.3700,-1.1070,2.6342,-0.01129,-0.00087,0.00000
1783676276922,4685,-4.20,-25.20,100.67,-2.3700,-0.9570,2.1442,-0.01040,-0.00084,0.00000
1783676276922,4685,0.75,-22.50,100.67,2.5800,1.7430,2.1442,0.00233,-0.00536,0.00000
1783676276981,4744,-1.20,-25.05,100.91,0.6300,-0.8070,2.3842,-0.00255,0.00054,0.00000
1783676276981,4744,-1.20,-26.25,96.80,0.6300,-2.0070,-1.7258,0.00593,0.00793,0.14973
1783676276981,4744,-1.95,-24.90,98.01,-0.1200,-0.6570,-0.5158,0.00094,0.00233,0.03644
1783676276982,4745,-0.90,-22.80,99.70,0.9300,1.4430,1.1742,-0.00027,-0.00469,0.00000
1783676277041,4804,-1.95,-25.05,97.53,-0.1200,-0.8070,-0.9958,0.00193,0.00322,0.06687
1783676277041,4804,-1.95,-24.75,100.19,-0.1200,-0.5070,1.6642,-0.00337,-0.00017,0.00000
1783676277041,4804,0.90,-23.70,98.49,2.7300,0.5430,-0.0358,0.00747,0.00031,0.07518
1783676277101,4864,-1.05,-25.95,99.22,0.7800,-1.7070,0.6942,0.00152,0.00487,0.00749
1783676277101,4864,-3.00,-24.00,97.04,-1.1700,0.2430,-1.4858,-0.00048,-0.00011,0.04903
1783676277101,4864,-2.40,-25.95,94.86,-0.5700,-1.7070,-3.6658,0.00623,0.00806,0.22373
1783676277102,4865,-1.80,-20.85,95.59,0.0300,3.3930,-2.9358,0.00441,-0.00713,0.12353
1783676277161,4924,-1.95,-28.80,101.88,-0.1200,-4.5570,3.3542,-0.00500,0.01008,0.00000
1783676277161,4924,-3.15,-23.40,95.83,-1.3200,0.8430,-2.6958,0.00121,-0.00082,0.10688
1783676277161,4924,-3.45,-25.50,100.67,-1.6200,-1.2570,2.1442,-0.00818,0.00055,0.00000
1783676277162,4925,-1.20,-23.85,96.56,0.6300,0.3930,-1.9658,0.00542,0.00114,0.12850
1783676277221,4984,-5.40,-24.75,98.25,-3.5700,-0.5070,-0.2758,-0.00923,-0.00069,0.00000
1783676277221,4984,0.90,-27.60,101.64,2.7300,-3.3570,3.1142,0.00294,0.00874,0.00000
1783676277221,4984,0.00,-23.55,99.46,1.8300,0.6930,0.9342,0.00301,-0.00166,0.00000
1783676277222,4985,-3.15,-27.00,98.01,-1.3200,-2.7570,-0.5158,-0.00156,0.00765,0.03172
1783676277281,5044,-3.15,-24.00,98.98,-1.3200,0.2430,0.4542,-0.00467,-0.00204,0.00000
1783676277281,5044,-3.30,-21.30,101.64,-1.4700,2.9430,3.1142,-0.01136,-0.01255,0.00000
1783676277282,5045,-3.60,-23.85,99.46,-1.7700,0.3930,0.9342,-0.00692,-0.00324,0.00000
1783676277341,5104,-2.25,-24.75,104.79,-0.4200,-0.5070,6.2642,-0.01315,-0.00472,0.00000
1783676277341,5104,-0.60,-25.20,96.80,1.2300,-0.9570,-1.7258,0.00718,0.00527,0.15208
1783676277401,5164,-2.70,-24.00,96.56,-0.8700,0.2430,-1.9658,0.00129,0.00055,0.08616
1783676277461,5224,0.30,-24.75,99.46,2.1300,-0.5070,0.9342,0.00434,0.00206,0.01580
1783676277461,5224,-1.20,-22.80,99.22,0.6300,1.4430,0.6942,-0.00018,-0.00445,0.00000
1783676277461,5224,-0.15,-23.70,95.83,1.6800,0.5430,-2.6958,0.00972,0.00210,0.20039
1783676277462,5225,-3.45,-23.85,101.64,-1.6200,0.3930,3.1142,-0.01074,-0.00520,0.00000
1783676277463,5226,2.25,-24.90,100.67,4.0800,-0.6570,2.1442,0.00749,0.00268,0.00478
1783676277463,5226,-2.40,-27.45,100.19,-0.5700,-3.2070,1.6642,-0.00352,0.00742,0.00000
1783676277463,5226,-0.15,-24.30,95.83,1.6800,-0.0570,-2.6958,0.00996,0.00386,0.20922
1783676277464,5227,-0.60,-23.70,98.49,1.2300,0.5430,-0.0358,0.00328,-0.00071,0.03064
1783676277521,5284,-3.75,-24.45,97.77,-1.9200,-0.2070,-0.7558,-0.00381,0.00001,0.00000
1783676277521,5284,-1.35,-25.35,94.86,0.4800,-1.1070,-3.6658,0.00892,0.00703,0.24607
1783676277521,5284,-1.80,-23.70,98.74,0.0300,0.5430,0.2142,-0.00055,-0.00177,0.00000
1783676277522,5285,-2.85,-24.45,100.19,-1.0200,-0.2070,1.6642,-0.00600,-0.00166,0.00000
