x1,y1,z1
-199.35,-87.3,-3131.72
-217.5,-95.25,-3108.49
-203.85,-81.45,-3122.04
-210.9,-84.45,-3121.56
-206.25,-81,-3119.86
-211.05,-75.3,-3113.81
-215.25,-85.5,-3121.56
-203.4,-91.65,-3113.33
-203.1,-85.65,-3123.01
-209.85,-92.7,-3124.7
-216.75,-79.2,-3119.14
-209.55,-80.7,-3114.3
-206.4,-80.4,-3118.9
-206.4,-89.7,-3118.65
-205.35,-83.25,-3120.11
-214.35,-89.55,-3109.22
-208.65,-85.95,-3089.86
-206.4,-83.7,-3110.91
-204.6,-87.9,-3108.49
-204.3,-81.9,-3113.57
-210.15,-90.9,-3111.39
-206.25,-86.4,-3119.86
-212.85,-99.6,-3129.3
-214.8,-93.75,-3120.35
-200.25,-98.25,-3117.44
-205.35,-85.35,-3111.39
-215.55,-88.2,-3113.57
-201,-80.55,-3136.8
-209.7,-89.55,-3100.75
-209.85,-86.85,-3111.39
-203.1,-79.65,-3109.94
-206.1,-91.5,-3094.7
-200.55,-83.1,-3121.32
-210.75,-89.55,-3124.7
-202.35,-87.15,-3113.09
-207.9,-96.9,-3114.06
-216.45,-89.7,-3111.64
-206.85,-85.35,-3121.07
-203.7,-79.2,-3119.38
-208.65,-85.8,-3110.18
-210.45,-90,-3119.38
-209.25,-88.8,-3112.12
-204.15,-86.1,-3119.62
-209.85,-85.65,-3123.01
-209.85,-87.45,-3115.27
-210.15,-93,-3109.94
-207.3,-96.15,-3111.15
-203.85,-89.25,-3115.51
-200.4,-81,-3114.3
-209.85,-91.65,-3118.17
-202.8,-76.5,-3103.65
-208.5,-91.65,-3110.18
-207.3,-78.6,-3117.93
-205.35,-84.9,-3114.78
-208.05,-81.6,-3116.72
-213.45,-83.55,-3110.67
-214.95,-93,-3117.44
-209.7,-82.95,-3104.62
-199.35,-88.95,-3113.57
-209.55,-79.8,-3117.44
-203.7,-86.55,-3115.27
-198.6,-82.35,-3101.96
-206.85,-100.5,-3131.72
-195.9,-83.85,-3122.28
-207,-91.2,-3119.14
-208.5,-79.35,-3111.15
-215.4,-83.55,-3116.72
-209.85,-95.85,-3120.11
-208.2,-83.4,-3113.09
-203.85,-88.95,-3113.81
-207.9,-88.5,-3110.67
-211.65,-89.4,-3120.35
-197.4,-80.7,-3108.25
-203.4,-88.05,-3121.32
-203.7,-85.65,-3120.35
-200.7,-84.9,-3110.67
-206.4,-88.05,-3110.18
-206.25,-77.25,-3107.28
-205.05,-85.5,-3115.02
-203.1,-85.05,-3119.86
-205.95,-79.65,-3097.84
-207,-88.5,-3110.43
-196.2,-89.7,-3104.86
-202.35,-90.15,-3126.64
-210.9,-84.3,-3112.12
-204.9,-97.2,-3117.69
-206.7,-85.35,-3111.88
-199.8,-94.65,-3109.7
-196.5,-88.5,-3111.64
-208.2,-94.5,-3118.17
-212.55,-89.55,-3119.14
-210.9,-75.15,-3106.07
-211.5,-84.75,-3107.28
-203.55,-93.45,-3107.04
-207.45,-82.05,-3110.43
-205.35,-82.35,-3116.23
-206.7,-88.5,-3120.83
-199.5,-89.55,-3103.17
-207.3,-78.15,-3126.4
-203.55,-85.2,-3111.64
-207.9,-91.65,-3111.15
-214.35,-92.7,-3111.64
-217.05,-94.65,-3109.22
-207.3,-87.9,-3116.48
-214.05,-91.95,-3126.4
-212.55,-82.05,-3115.75
-210.15,-81.6,-3108.25
-211.65,-77.25,-3106.31
-202.8,-85.05,-3110.43
-202.35,-92.55,-3129.06
-197.25,-97.95,-3116.72
-211.8,-85.2,-3117.44
-212.25,-94.05,-3126.64
-220.5,-85.35,-3117.93
-216.9,-99,-3118.41
-214.05,-86.1,-3120.83
-204,-78.75,-3105.34
-199.95,-91.5,-3109.46
-216.45,-97.2,-3117.93
-213.45,-83.85,-3111.39
-202.65,-89.7,-3095.42
-203.7,-81.6,-3104.62
-211.05,-86.55,-3129.79
-201.6,-78,-3108.97
-208.65,-77.25,-3129.54
-211.65,-93.15,-3127.61
-214.8,-82.5,-3103.65
-198.45,-79.8,-3117.2
-214.35,-91.8,-3134.63
-212.4,-88.95,-3105.59
-205.35,-87.3,-3118.17
-204.3,-76.5,-3117.69
-201.6,-98.25,-3101.47
-216.15,-88.65,-3109.46
-216.6,-93.45,-3114.06
-207.75,-82.35,-3106.07
-204.75,-84.45,-3102.92
-204.3,-79.65,-3110.18
-203.1,-84,-3112.85
-205.2,-79.95,-3115.51
-211.35,-89.25,-3113.81
-211.95,-90.75,-3128.58
-198.75,-90,-3113.09
-207.9,-84.15,-3110.91
-208.5,-84.15,-3124.95
-200.55,-80.85,-3108.49
-204.9,-85.5,-3101.47
-201.9,-93.3,-3097.12
-211.65,-84.9,-3116.96
-202.05,-85.05,-3104.62
-208.95,-88.05,-3115.51
-211.2,-84.3,-3115.27
-212.7,-95.7,-3128.82
-205.35,-89.25,-3125.67
-219.9,-82.05,-3098.81
-213.45,-88.95,-3119.86
-209.85,-81.3,-3114.54
-205.8,-91.35,-3113.81
-205.65,-90,-3104.38
-208.35,-81.75,-3110.91
-212.1,-92.4,-3123.74
-205.65,-88.95,-3109.7
-213.3,-78.45,-3103.89
-208.2,-89.7,-3127.61
-212.1,-89.1,-3112.6
-209.25,-90.9,-3097.84
-208.5,-79.65,-3115.27
-201.15,-94.05,-3103.89
-209.25,-88.2,-3105.59
-207.6,-95.4,-3118.9
-209.1,-85.35,-3122.28
