x1,y1,z1
-332.4,-63.45,-3158.83
-322.05,-57,-3161.25
-330.3,-62.25,-3160.04
-317.85,-56.25,-3160.28
-323.7,-55.8,-3161.97
-328.05,-61.35,-3168.02
-320.1,-57.6,-3170.93
-316.65,-67.95,-3168.02
-324.45,-64.65,-3177.7
-328.35,-60.45,-3171.65
-317.1,-52.35,-3150.6
-328.35,-60.45,-3176.73
-328.65,-65.1,-3153.02
-324.45,-63.75,-3154.71
-321.9,-57.9,-3161.49
-326.1,-59.7,-3168.26
-323.4,-63.9,-3170.68
-331.65,-60.45,-3152.05
-327.3,-61.2,-3168.99
-316.05,-65.4,-3159.55
-329.85,-56.55,-3144.55
-324.3,-63.6,-3170.44
-319.8,-66.6,-3166.81
-333,-63,-3157.37
-331.8,-60.75,-3175.04
-318,-61.35,-3166.09
-324.9,-65.4,-3178.43
-317.25,-63.75,-3182.78
-317.55,-62.1,-3168.26
-319.5,-66.45,-3161.49
-325.05,-59.85,-3168.51
-323.4,-64.8,-3165.6
-322.8,-59.85,-3164.15
-325.05,-61.65,-3150.6
-323.25,-67.2,-3155.2
-315.3,-71.25,-3167.78
-328.2,-67.2,-3177.46
-330.6,-60.15,-3162.94
-327.75,-58.2,-3150.6
-332.7,-58.65,-3162.21
-323.4,-67.05,-3175.28
-337.65,-66,-3170.44
-319.05,-71.7,-3168.99
-319.05,-59.1,-3152.53
-322.35,-62.7,-3162.7
-325.95,-68.1,-3179.15
-326.7,-67.65,-3172.38
-321.45,-61.05,-3164.63
-325.8,-69.9,-3150.84
-331.5,-66.45,-3165.84
-337.05,-64.2,-3175.28
-329.4,-71.25,-3169.96
-323.85,-66,-3168.75
-322.5,-67.95,-3167.3
-325.5,-68.1,-3168.26
-327,-60.9,-3172.62
-327.3,-53.55,-3170.93
-321.15,-63.3,-3168.51
-324.15,-62.7,-3161.25
-326.1,-64.5,-3173.1
-328.95,-59.4,-3148.18
-321.6,-59.4,-3172.38
-324.3,-67.8,-3164.88
-331.35,-63.6,-3170.93
-324.6,-63.6,-3171.17
-318.6,-77.1,-3164.63
-330.75,-60,-3161.97
-327,-52.65,-3169.23
-321.15,-64.8,-3163.67
-333.45,-51.75,-3171.65
-315.9,-53.25,-3176.73
-333.45,-64.8,-3166.09
-329.55,-70.95,-3160.76
-327.9,-71.7,-3165.12
-321.9,-69.45,-3154.23
-322.95,-70.8,-3153.5
-316.5,-58.05,-3166.57
-322.8,-49.35,-3175.04
-327.6,-55.8,-3171.41
-334.65,-71.1,-3160.04
-325.05,-63.6,-3164.88
-318.45,-48,-3152.53
-331.35,-74.7,-3175.28
