x1,y1,z1
420.9,-388.8,6741.88
415.8,-389.1,6744.3
417.45,-393,6744.78
416.1,-391.5,6746.72
418.8,-387.75,6743.57
416.55,-390.15,6749.86
415.2,-388.2,6741.64
418.8,-392.25,6744.54
413.85,-389.55,6750.11
416.25,-390.3,6743.81
418.95,-385.95,6745.27
418.35,-389.1,6744.06
419.1,-388.05,6742.36
413.1,-388.8,6743.81
417,-390,6744.78
416.55,-388.2,6745.27
418.8,-391.65,6752.28
417.45,-390.9,6749.14
414.6,-386.25,6743.09
415.65,-387.75,6747.93
415.65,-388.65,6746.96
417.3,-388.35,6746.48
412.05,-391.95,6745.02
413.85,-391.35,6744.06
415.95,-387.9,6745.51
416.4,-390.6,6739.22
417.75,-391.95,6745.75
416.85,-387.75,6743.33
416.4,-391.8,6745.75
414.15,-392.4,6741.64
419.7,-390.75,6747.44
416.7,-388.8,6743.33
417.75,-390.6,6747.93
415.35,-390.15,6747.69
419.4,-387.9,6744.78
418.2,-389.7,6748.17
417.15,-388.65,6745.51
416.25,-389.1,6751.07
417,-392.7,6747.44
417.15,-387.75,6743.33
416.55,-388.8,6743.81
416.85,-387.9,6749.86
414.9,-392.25,6745.51
416.1,-389.55,6746.72
417,-390.75,6754.95
417,-390.75,6745.27
418.8,-391.65,6748.17
416.7,-391.2,6747.2
417.9,-389.25,6748.9
417.9,-387.9,6743.57
415.35,-390.75,6751.07
415.8,-393.75,6749.86
415.95,-390.75,6745.02
418.05,-389.25,6746.48
416.25,-389.7,6745.75
416.25,-391.5,6745.02
417.9,-392.7,6745.27
419.4,-391.65,6746.48
419.1,-390.9,6749.38
414.9,-391.35,6746.23
415.05,-389.7,6744.78
417.6,-392.1,6745.02
417.75,-390.45,6746.72
415.65,-390.3,6745.51
417.75,-390.45,6747.44
417.45,-388.35,6748.17
417.6,-389.85,6748.41
420.75,-390.45,6749.38
415.2,-391.65,6744.78
416.25,-388.2,6743.33
418.5,-391.05,6749.38
416.25,-388.35,6745.75
418.05,-389.4,6745.99
417.45,-390,6748.65
418.5,-390,6749.62
414.9,-388.2,6744.54
416.1,-391.5,6743.09
417.6,-390,6752.28
418.35,-389.1,6748.41
414.6,-389.85,6748.9
418.65,-387,6746.48
416.7,-391.5,6747.69
416.7,-390.15,6748.9
416.85,-385.05,6749.38
414.9,-390.15,6751.56
419.1,-389.55,6746.96
418.95,-387.45,6741.39
416.1,-391.35,6747.69
414.75,-390,6745.02
421.2,-390.45,6747.44
414.75,-390.75,6751.56
418.05,-390.75,6745.99
415.2,-390.3,6748.17
414.75,-389.4,6744.54
415.35,-389.7,6746.23
414.6,-390.45,6744.78
416.7,-389.7,6748.9
417.3,-390,6748.65
418.2,-391.5,6751.07
413.55,-390.45,6752.28
418.8,-389.4,6749.38
416.85,-389.7,6743.09
415.5,-391.05,6743.33
415.65,-388.35,6748.17
415.8,-389.55,6747.44
416.7,-391.05,6752.53
415.05,-388.65,6746.96
422.1,-393,6747.69
417.15,-390.15,6744.54
416.4,-392.1,6749.62
418.2,-391.2,6743.09
417.9,-389.4,6746.48
417,-386.85,6745.75
417.15,-391.95,6741.88
418.8,-393.15,6749.62
418.35,-391.95,6745.02
416.55,-390.3,6744.06
418.05,-388.8,6746.72
420,-390,6746.48
